name,description,channel_id,date_subscribed
ashanti,"Ashanti on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCMF7lJqUkjV1pFqV_PYCPzA,2018-05-03T08:29:05.171588Z
Bottomline Kenya,"Are you not entertained??? | Reviews, Opinion and occasional News on TV, Music and Film in a Kenyan Context. http://www.bottomline.co.ke",UCMGD9BLpn-KqoRtHfioSC7A,2017-05-19T09:45:32Z
Major Lazer Official,"FOLLOW MAJOR LAZER:
WEBSITE - https://www.majorlazer.com​ 
FACEBOOK - https://www.facebook.com/majorlazer 
TWITTER - https://twitter.com/majorlazer 
INSTAGRAM - https://www.instagram.com/majorlazer 
TIKTOK - https://www.tiktok.com/@majorlazer",UCMJ5Qf3sOvQpcYiai1Noa3Q,2015-07-25T10:06:01Z
Kina Grannis,"currently on a quest to save my mom's life. 
you can help by joining the bone marrow donor registry no matter where in the world you are. 

learn more and register at the link below:
https://linktr.ee/kinagrannis",UCMJOksbUeFSWjzw4AFI3tig,2015-07-30T08:38:17Z
Pewa Abagenge,,UCMMTxeBK3t__GSHRDNWuQVA,2016-09-14T12:57:06Z
Practical Engineering,"Practical Engineering is all about infrastructure and the human-made world around us. It is hosted, written, and produced by civil engineer, Grady Hillhouse. We have new videos posted every first and third Tuesday, so please subscribe for updates.

Practical Engineering: Deciphering Our Constructed World

CONTACT
---------------------------------------------
Questions/Topic Suggestions: https://practical.engineering/about
Sponsorship/Business Inquiries: See below",UCMOqf8ab-42UUQIdVoKwjlQ,2024-09-02T12:12:29.741584Z
ChamillionaireVEVO,"Chamillionaire on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCMRskGhIHaxFn5xl_gsQlWg,2015-09-14T00:22:02Z
Mrwhosetheboss,"Let's become the Greatest Tech Community on the Planet 🌍

I'm Arun Maini and I'm on a mission to make the most FUN and USEFUL Tech videos on the Planet! 🙏",UCMiJRAwDNSNzuYeN2uWa0pA,2022-01-04T18:48:12.959345Z
Digital Africa with Mark Kaigwa,"Digital Africa with Mark Kaigwa examines social media statistics, insights and strategies for Kenya, East Africa and the continent. As the Founder of Nendo, Kaigwa has built a reputation over a decade as an authority when it comes to marketing in a digital African world. Join us to learn how to use WhatsApp for Business in Africa, discover social media statistics in Kenya, find out the top 10 websites in Kenya, understand why the social media content calendar is dead and more. Subscribe so you never miss out on new episodes. Posted three times a week. #DigitalAfrica #cta101",UCMsMiWQgiV93nbZlqkK8S3A,2017-09-23T08:49:54Z
Fifth Harmony,Get our new album #FifthHarmony now: http://fifthharmony.co/iTunes,UCMtpmPs9end-dTNwVq16g4Q,2018-04-17T01:10:49.163053Z
ERB,"The Epic Rap Battles of History is a comedy series created by Nice Peter & epicLLOYD. In over 15 years we have created over 90 rap battles featuring both historical and fictional characters which have amassed over 4+ billion views on YouTube. 

http://www.erbofhistory.com
http://www.patreon.com/erb
http://www.erbmerch.com",UCMu5gPmKp5av0QCAajKTMhw,2019-04-12T02:32:39.695714Z
Shinde Kenya,Shinde is a Female Adult Contemporary Musician from Kenya.,UCMwWpr8HPqBg8ihiGpzZAzA,2019-02-07T19:27:45.879698Z
Hilary Duff,,UCMzwvBbnor2C7oetD14r6YA,2018-04-27T00:00:43.064916Z
GITONGA WIRELESS,"AUTOMOTIVE EXPERT /

Travel and Lifestyle Vlogger.",UCN-ehEXun5XcInBAQ9oARqQ,2018-07-16T19:16:01.689453Z
JAY-Z,"Award-winning artist, producer, visionary entrepreneur, and philanthropist JAY-Z has built an indomitable business empire since releasing his inaugural album Reasonable Doubt in 1996. Today, he is an internationally celebrated rapper and a revered figure in popular culture. JAY-Z is co-founder and Chairman of the acclaimed entertainment company Roc Nation, through which he has brokered historic brand deals and partnerships while contributing to the career growth of global music sensations since 2008, and where he later created Roc Nation Sports to represent champion athletes. He co-founded The Shawn Carter Foundation and REFORM Alliance, is a United Justice Coalition member, and the executive producer of docuseries like “Time: The Kalief Browder Story” and “Rest in Power: The Trayvon Martin Story.” JAY-Z was the first rapper inducted into the Songwriters Hall of Fame, the first solo hip-hop artist in the Rock and Roll Hall of Fame, and received the Dr. Dre Global Impact Award in 2024.",UCN-sc1xJr-QQNj_uNIM9wTA,2018-05-01T23:16:53.573504Z
RedsanVEVO,,UCN0Uih6saMMlXNaM9HxqL9A,2016-03-14T06:47:04Z
Maroon 5,"Maroon 5 on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCN1hnUccO4FD5WfM7ithXaw,2018-04-05T12:21:02.478459Z
Wale,,UCN5dSZVxZtDULZ-ogtbEh4Q,2015-06-30T21:49:41Z
FunKe Science,"We make science fun for kids. 
Welcome to FunKe Science, your ultimate destination for fun, fascinating, and easy-to-understand science experiments and discoveries! Join us as we explore the wonders of science through exciting demonstrations, engaging explanations, and hands-on activities suitable for curious minds of all ages.",UCN6eID2iAbH778IT6RqjEhw,2017-01-24T21:08:19Z
Sia,Official Sia YouTube Account run by Team Sia.,UCN9HPn2fq-NL8M5_kp4RWZQ,2018-04-05T12:21:02.553915Z
Wakadinali,RONGRENDE,UCNB-IDvDxuuiX2ghjNft5AQ,2018-01-29T10:03:38.946447Z
REKLES,,UCNBh_vOvRJEeN1gGOrrTIfw,2020-11-08T06:37:38.948575Z
Kerry Kagiri,"I do Christian Music and Covers and share my life journey to Motivate, Encourage and Inspire. Enjoy and be blessed!",UCNC7Gxjss1pZzd_LjCjIhQA,2017-03-22T21:52:12Z
Maya Abeid,Hey guys it's your Girl Maya.,UCNCi1ZsjBP9T8JNZztPhKYw,2018-09-03T08:47:38.138858Z
OverSimplified,Explaining things in an OverSimplified way,UCNIuvl7V8zACPpTmmNIqP2A,2020-06-26T20:07:55.210706Z
VERA SIDIKA,"You don't connect the dots looking forward, you connect them looking backwards.
Lifestyle channel full of fun and adventure",UCNJ-LSXqTQYDnX4d2m0nlAA,2018-04-12T09:02:53.980533Z
Alex Mathenge,"Alex Mathenge is a Kenyan born Actor and Producer.
Real names Alex Macharia Wanjugu, he is a graduate teacher with 10+ years experience in Media, and currently runs his own company, Spine Productions Limited.
For business inquiries: mathengemarket@gmail.com
Whatsapp/SMS:  +254712530844 

Tips: Buy Goods 5926083 Alex Mathenge Creations",UCNKG_eoDIynYztcFE_yIu1A,2015-07-22T06:33:26Z
AWE me,"AWE me is here to Amaze, Wow, and Educate.
Home to Mind-Blowing shows Man At Arms: Reforged, Super Fan Builds, DIY Prop Shop and DIY Cosplay Shop, and Epic How To! 

Whether it’s a video with our expert blacksmiths at @Baltimoreknifeandsword forging Katarina’s Daggers from League of Legends, or our master prop builder making a Groot (Guardians of the Galaxy) swing set for a Super Fan, or Joe Bereta teaching you the easy way to become Batman, AWE me will inspire you to raise your game!",UCNKcMBYP_-18FLgk4BYGtfw,2019-01-06T08:43:21.103167Z
Lady Gaga,"ladygaga.com
hauslabs.com",UCNL1ZadSjHpjm4q9j2sVtOA,2018-05-11T01:07:20.000263Z
Clifftone White,Fortune Favors The Bold,UCNQNl2D0TJGYGPw0r9yTLAw,2019-10-10T16:46:50.411223Z
WWE Vault,"From the worldwide leader in sports-entertainment comes WWE Vault, the number one channel on YouTube for classic matches, hidden gems and never-before-seen footage. Subscribe now https://www.youtube.com/@WWEVault",UCNSnSemXKDc9UEZ7m31wY9Q,2025-06-25T11:08:17.284591Z
Pharrell Williams,"The official Youtube Music channel for Pharrell Williams.

Visionary recording artist, producer, songwriter, philanthropist, fashion designer, and entrepreneur Pharrell Williams has been a creative force in the music industry and beyond for more than two decades.  Starting his producing career as one half of The Neptunes with longtime production partner Chad Hugo, Williams has helped create classics such as Daft Punk’s “Get Lucky,” Robin Thicke’s “Blurred Lines,” Nelly’s “Hot in Herre,” JAY-Z’s “I Just Wanna Love U (Give it 2 Me),” Britney Spears’ “I’m A Slave 4 U,” and Justin Timberlake’s “Like I Love You.” The music industry has honored Williams with 11 Grammy Awards (including 2004’s and 2014’s Producer of the Year) and several Academy Award nominations for his work both as a producer in film and his work on musical scoring for film.",UCNUbNl2U6Hg8J0Zem6hzC2g,2018-04-27T00:00:43.373254Z
WYRE CHANNEL,Get access to my journey through music!!,UCNYUQwBMQ2bJ4fWrslcPvng,2014-09-23T13:20:35Z
Brie Larson,"Hello world wide web! Brie Larson here. 

Most of you know me on the big screen as Captain Marvel. But my friends would probably describe me more as an asthmatic, introverted, potato chip-loving, gamer....and now YouTuber? 

I’ve created this channel to have some fun, connect with others, and let you all get to know that side of me too. Join me on this new journey and let me know what you want to see in the comments on all my new videos. 

Let’s build something great together.",UCN_GNYmF_jOpv8Yoh3KBILA,2020-07-02T18:22:59.940305Z
FLAVAHZ Crew,"Receiving praise from Janet Jackson, Zendaya Coleman, and Lil Mama, 8 Flavahz is the hottest young dance group ever to hit the stage of MTV's America's Best Dance Crew.

Ranging in age from 10-17 years old, the girls from Honolulu, Hawaii, and Los Angeles, California used Skype to practice their moves prior to auditioning for the show. Together, they became the crew to beat on season 7 of MTV's ""America's Best Dance Crew"" and brought down the house with the best performance of the season, their version of Madonna's ""Vogue"".

8 Flavahz are represented by one -- time Michael Jackson choreographer, Courtney Miller Jr.

Booking Info:

Shayna@cleartalentgroup.com",UCNagREH3_o4BoIE31yKrypw,2015-05-12T17:39:51Z
Vanessa Mdee,,UCNb7jSuFI8IJnGe4x_7TusA,2018-04-24T23:53:35.512061Z
DMW HQ,"DMW was founded by Davido in 2016 and it is one of Africa’s most prominent Record Labels. The roster of artists includes Davido, Morravey, Boi Chase, Logos Olori and Mightyyout and Toyé. While that of producers includes; Speroach and Fresh VDM. As times continue to change, DMW has been able to stay innovative and expansive to remain at the forefront of record labels in this part of the world with the service rendered by the dedicated array of committed individuals overseeing the affairs.",UCNcjGMZpfQ3CYB0rjjuvgUg,2019-01-07T00:32:56.40477Z
PlugTv,,UCNf3yGf0avEEysoSdrIOecQ,2015-07-01T12:26:20Z
Lyra Aoko,"I capture you in your best light and create images from the heart to inspire and make you feel beautiful.

Portfolio - http://lyraoko.com.com",UCNfxuvl3TDQvK2MfNhXZsGw,2016-09-21T20:04:04Z
Adi Shankar,"In 2012 we made our first YouTube video, a ""bootleg"" version of Marvel's The Punisher starring Thomas Jane who happened to portray the Punisher in the 2004 Punisher movie. We're now really into the YouTube movement and hope to keep making videos.  

Warm Regards, 

Adi Shankar",UCNgSkSyLpwJckPsCcpDc2Ow,2015-03-25T12:07:24Z
Foxy Brown,,UCNgo6ExSvJM7XIMJL_rXloQ,2021-04-17T14:48:01.272664Z
John Legend,"John Legend on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCNnnwVSI5Ndo2I4Y-LPuuew,2018-02-19T00:00:07.93244Z
Ricky Martin,"Ricky Martin on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCNpY5DI8KO-ROA2BxgGWrXg,2018-05-25T22:52:58.937991Z
Boutross Munene,"Welcome to the official YouTube channel of Boutross Mwebia Munene, a celebrated Kenyan rapper, record producer, songwriter, and singer. As a co-founder of ADF Music and a vital member of the AD Family collective, Boutross has been at the forefront of East Africa's music scene since 2013.

He is widely recognized for originating the ""Shrap"" genre, a unique and dynamic blend of traditional hip-hop with contemporary trap influences, painting vivid sonic pictures of Nairobi life. From the viral sensation ""Angela"" (a TikTok phenomenon with over a billion views) to critically acclaimed projects like the ""Billy Jean"" mixtape and the ""6ixviewsii8k"" album, Boutross's music resonates with authenticity and innovation.

This channel is your ultimate source for official music videos, exclusive interviews, live performances, behind-the-scenes glimpses into his creative process, and all new releases.",UCNrZFh8k9MsUmm9-ZFpM-9w,2025-03-22T21:33:03.474229Z
MiddleClassKE,"Taking a look at the world through the messed up, rose coloured, fresh smelling perspective of the Kenyan middle class. 

None of the views expressed here are the views of the middle class. Actually if you pay attention you may find there are no views. Take a break. Smile.",UCNrxay3wxQ9XGFfiakgoHOA,2014-05-28T05:10:21Z
Prisca Ojwang',"Performing Artist | Songwriter

Prisca Ojwang' is inspiring the world through honest words craftily fused and musical melody with a whole lot of soul!",UCNtDfohyxsaIKqjiDpp5mCw,2015-10-28T06:41:32Z
Nyashinski,"Welcome to the official YouTube channel of Nyashinski, one of Kenya’s most celebrated musician, known for his unique blend of Hip-Hop, R&B, and Afro-pop. From his early days with the legendary group Kleptomaniax to his rise as a solo artist, Nyashinski has consistently delivered hit after hit, earning a reputation as a lyrical genius and one of Africa’s most versatile artist.

AWARDS/ NOMINATIONS:
• Pulse Music Video Awards 2016: Male Video of the Year & Most Viewed Video of the Year 2016.
• Zanzibar International Film Festival: 2017 East African Music Video Award.
• AFRIMMA Awards: 2017 Best Male East Africa.
• MTV EMAs: 2017 & 2018 Best African Act.
• AFRIMMA Awards: 2019 Best Male East Africa.
• AFRIMMA Awards:2019 Best Male Artist in East Africa,Best Artiste, Duo or Group in African Hip-Hop & Best African Rapper/Lyricist.
• Top40 Under 40 Men 2019
• Pulse Music Video Awards 2021 : BLACK ‘Best Hip-Hop Video of the Year’ 
• AFRIMMA : 2022 Best Male Artiste in Eastern Africa.",UCNzd8n4UapaAtrhC062RxDQ,2016-05-17T18:29:50Z
Not Just a Foodie Review,"Exclusively produced by Weya Media, NJAFR is heading in a new direction as social media content creators. Stay tuned for more crazy videos and lots of creative content!",UCO1grBh_mm_542SatArYbZQ,2018-03-26T21:00:36.899069Z
R3HAB,"Official R3HAB YouTube Channel

www.facebook.com/r3hab
www.instagram.com/r3hab
www.x.com/r3hab
www.youtube.com/r3hab
www.tiktok.com/@r3hab",UCO6Rq8SSY5ui4ptyMkLirIQ,2016-07-24T14:15:47Z
Strange Parts,"Adventures from the technological fringe. Join my newsletter to receive strange and wonderful tidbits I find along my journey - tools, gadgets, and interesting things I'm currently thinking about.",UCO8DQrSp5yEP937qNqTooOw,2017-04-14T04:04:49Z
Dillon Francis,LOUDER out now,UCO8lgagfl3hp_Q1x9HPdfqw,2018-02-08T02:04:47.021713Z
Lil Wayne,"Subscribe to the official Lil Wayne channel on YouTube for rare and exclusive footage of Weezy!  Stay up to date on all the latest news, releases, and tour information on Lil Wayne and the YMCMB Gang.",UCO9zJy7HWrIS3ojB4Lr7Yqw,2016-07-03T19:34:46Z
Brian Kimani,"Travel Vlogs, Fun and I'm Kenyan.",UCOAo28qmiKVkZOX5hucx_Ow,2015-07-01T12:57:29Z
Ethic Entertainment,,UCOEK9oW_VYDHbX3qwT4JMyQ,2018-06-11T12:14:21.980009Z
THE SPOT ON 254 EXCLUSIVE HOMES,"🏆  Spot On content, Purely Kenyan. 🏆
THE SPOT ON 254 EXCLUSIVE HOMES : your ultimate destination for a captivating exploration of exclusive high-end real estate in Kenya and across the African continent.
🌟 Discover Unparalleled Luxury, Find Your Dream Home! 🌟
As your trusted real estate aficionado, I bring a wealth of experience and knowledge to guide you through the realm of exquisite properties. 
🌆 Elevate Your Expectations: Join me on a virtual journey where we explore not just houses, but the essence of luxury living. Expect immersive virtual tours, insightful neighborhood highlights, and enchanting property showcases that unravel the potential of each residence.
🏠  Our content caters to everyone, whether you're stepping into the real estate market for the first time,  or simply curious about properties.
 Subscribe now and start your odyssey through the extraordinary!

FOR BUSINESS:  EMAIL -  malovamelvin@gmail.com
                               Call/ Whatsapp:  0790550989",UCOGlljgt4W4zxku_8-IJM5w,2021-02-05T11:09:52.41301Z
